YY,MM,DD,MT,Precipitation,DOTW,W(DOE),PH,Attendance
2015,8,15,93,0,6,1,0,608
2015,8,16,93,0,0,1,0,805
2015,8,17,96,0,1,0,0,654
2015,8,18,90,0,2,0,0,544
2015,8,19,86,0,3,0,0,458
2015,8,20,85,0,4,0,0,410
2015,8,21,88,1,5,0,0,274
2015,8,22,86,0,6,1,0,506
2015,8,23,83,0,0,1,0,665
2015,8,24,86,0,1,0,0,514
2015,8,25,91,0,2,0,0,541
2015,8,26,83,0,3,0,0,406
2015,8,27,81,0,4,0,0,345
2015,8,28,82,0,5,0,0,323
2015,8,29,85,0,6,1,0,478
2015,8,30,90,0,0,1,0,737
2015,8,31,92,0,1,0,0,574
2015,9,1,87,0,2,0,0,507
2015,9,2,89,0,3,0,0,497
2015,9,3,93,0,4,0,0,512
2015,9,4,82,0,5,0,0,339
2015,9,5,80,0,6,1,0,432
2015,9,6,83,0,0,1,0,666
2015,9,7,93,0,1,0,0,603
2015,9,8,96,0,2,0,0,605
2015,9,9,89,1,3,0,0,343
2015,9,10,80,1,4,0,0,195
2016,5,26,91,0,4,0,0,498
2016,5,27,87,0,5,0,0,413
2016,5,28,95,0,6,1,0,631
2016,5,29,88,0,0,1,0,740
2016,5,30,81,1,1,0,1,1106
2016,5,31,83,0,2,0,0,454
2016,6,1,83,0,3,0,0,450
2016,6,2,72,0,4,0,0,277
2016,6,3,70,0,5,0,0,217
2016,6,4,83,0,6,1,0,497
2016,6,5,72,1,0,1,0,417
2016,6,6,85,0,1,0,0,530
2016,6,7,87,1,2,0,0,381
2016,6,8,67,1,3,0,0,96
2016,6,9,74,0,4,0,0,287
2016,6,10,79,0,5,0,0,314
2016,6,11,90,0,6,1,0,570
2016,6,12,87,0,0,1,0,729
2016,6,13,75,0,1,0,0,390
2016,6,14,80,0,2,0,0,418
2016,6,15,85,0,3,0,0,445
2016,6,16,76,0,4,0,0,297
2016,6,17,78,0,5,0,0,287
2016,6,18,85,0,6,1,0,492
2016,6,19,86,0,0,1,0,701
2016,6,20,84,0,1,0,0,488
2016,6,21,91,0,2,0,0,540
2016,6,22,88,0,3,0,0,467
2016,6,23,82,0,4,0,0,357
2016,6,24,81,0,5,0,0,309
2016,6,25,82,0,6,1,0,440
2016,6,26,86,0,0,1,0,686
2016,6,27,85,1,1,0,0,347
2016,6,28,76,1,2,0,0,199
2016,6,29,86,1,3,0,0,289
2016,6,30,86,0,4,0,0,392
2016,7,1,79,1,5,0,0,160
2016,7,2,79,0,6,1,0,416
2016,7,3,81,0,0,1,0,638
2016,7,4,82,1,1,0,1,1104
2016,7,5,89,1,2,0,0,376
2016,7,6,94,0,3,0,0,542
2016,7,7,92,0,4,0,0,482
2016,7,8,88,1,5,0,0,257
2016,7,9,71,0,6,1,0,301
2016,7,10,82,1,0,1,0,497
2016,7,11,83,0,1,0,0,460
2016,7,12,83,0,2,0,0,424
2016,7,13,87,0,3,0,0,439
2016,7,14,91,1,4,0,0,315
2016,7,15,92,0,5,0,0,431
2016,7,16,91,1,6,1,0,398
2016,7,17,91,0,0,1,0,733
2016,7,18,94,1,1,0,0,443
2016,7,19,85,0,2,0,0,434
2016,7,20,83,0,3,0,0,374
2016,7,21,89,0,4,0,0,414
2016,7,22,95,0,5,0,0,454
2016,7,23,95,0,6,1,0,572
2016,7,24,92,0,0,1,0,731
2016,7,25,93,1,1,0,0,416
2016,7,26,92,0,2,0,0,507
2016,7,27,91,0,3,0,0,459
2016,7,28,91,0,4,0,0,424
2016,7,29,86,1,5,0,0,187
2016,7,30,85,1,6,1,0,293
2016,7,31,80,1,0,1,0,427
2016,8,1,79,1,1,0,0,257
2016,8,2,79,0,2,0,0,361
2016,8,3,80,0,3,0,0,338
2016,8,4,82,0,4,0,0,328
2016,8,5,84,0,5,0,0,318
2016,8,6,89,1,6,1,0,359
2016,8,7,89,0,0,1,0,694
2016,8,8,85,0,1,0,0,456
2016,8,9,87,0,2,0,0,446
2016,8,10,89,1,3,0,0,297
2016,8,11,93,1,4,0,0,312
2016,8,12,95,1,5,0,0,301
2016,8,13,96,0,6,1,0,570
2016,8,14,96,0,0,1,0,767
2016,8,15,93,0,1,0,0,541
2016,8,16,91,0,2,0,0,481
2016,8,17,87,1,3,0,0,257
2016,8,18,87,1,4,0,0,221
2016,8,19,88,0,5,0,0,338
2016,8,20,86,1,6,1,0,292
2016,8,21,87,1,0,1,0,501
2016,8,22,81,0,1,0,0,376
2016,8,23,83,0,2,0,0,366
2016,8,24,87,0,3,0,0,381
2016,8,25,86,0,4,0,0,333
2016,8,26,93,0,5,0,0,385
2016,8,27,88,0,6,1,0,440
2016,8,28,86,0,0,1,0,612
2016,8,29,92,0,1,0,0,499
2016,8,30,84,0,2,0,0,363
2016,8,31,89,0,3,0,0,391
2016,9,1,79,1,4,0,0,123
2016,9,2,82,0,5,0,0,264
2016,9,3,77,0,6,1,0,319
2016,9,4,82,0,0,1,0,578
2016,9,5,85,0,1,0,1,1208
2016,9,6,81,0,2,0,0,342
2016,9,7,86,0,3,0,0,369
2016,9,8,90,0,4,0,0,384
2016,9,9,91,0,5,0,0,361
2016,9,10,91,0,6,1,0,479
2017,5,27,72,0,6,1,0,175
2017,5,28,71,0,0,1,0,300
2017,5,29,61,1,1,0,1,25
2017,5,30,59,1,2,0,0,35
2017,5,31,78,0,3,0,0,35
2017,6,1,80,1,4,0,0,45
2017,6,2,78,0,5,0,0,74
2017,6,3,76,0,6,1,0,535
2017,6,4,69,0,0,1,0,150
2017,6,5,70,1,1,0,0,105
2017,6,6,62,0,2,0,0,35
2017,6,7,69,0,3,0,0,85
2017,6,8,70,0,4,0,0,65
2017,6,9,83,1,5,0,0,225
2017,6,10,87,0,6,1,0,309
2017,6,11,92,0,0,1,0,1100
2017,6,12,96,1,1,0,0,350
2017,6,13,97,0,2,0,0,135
2017,6,14,84,1,3,0,0,75
2017,6,15,74,1,4,0,0,160
2017,6,16,70,0,5,0,0,80
2017,6,17,72,1,6,1,0,55
2017,6,18,87,1,0,1,0,490
2017,6,19,91,1,1,0,0,105
2017,6,20,86,0,2,0,0,130
2017,6,21,86,0,3,0,0,90
2017,6,22,84,0,4,0,0,100
2017,6,23,87,1,5,0,0,95
2017,6,24,87,1,6,1,0,275
2017,6,25,85,0,0,1,0,900
2017,6,26,80,1,1,0,0,100
2017,6,27,78,1,2,0,0,70
2017,6,28,81,1,3,0,0,250
2017,6,29,84,1,4,0,0,110
2017,6,30,90,0,5,0,0,240
2017,7,1,84,1,6,1,0,700
2017,7,2,89,1,0,1,0,1060
2017,7,3,89,0,1,0,0,270
2017,7,4,86,0,2,0,1,3000
2017,7,5,83,0,3,0,0,115
2017,7,6,78,0,4,0,0,45
2017,7,7,83,1,5,0,0,85
2017,7,8,86,0,6,1,0,450
2017,7,9,84,0,0,1,0,1125
2017,7,10,85,1,1,0,0,90
2017,7,11,88,1,2,0,0,75
2017,7,12,89,0,3,0,0,150
2017,7,13,92,1,4,0,0,60
2017,7,14,76,1,5,0,0,0
2017,7,15,86,0,6,1,0,355
2017,7,16,85,0,0,1,0,1390
2017,7,17,84,0,1,0,0,190
2017,7,18,88,0,2,0,0,60
2017,7,19,94,0,3,0,0,1850
2017,7,20,96,1,4,0,0,245
2017,7,21,93,0,5,0,0,125
2017,7,22,91,0,6,1,0,200
2017,7,23,80,1,0,1,0,820
2017,7,24,74,1,1,0,0,25
2017,7,25,73,0,2,0,0,20
2017,7,26,77,0,3,0,0,190
2017,7,27,78,0,4,0,0,90
2017,7,28,84,0,5,0,0,90
2017,7,29,78,0,6,1,0,190
2017,7,30,83,0,0,1,0,1500
2017,7,31,89,0,1,0,0,110
2017,8,1,90,1,2,0,0,120
2017,8,2,84,1,3,0,0,75
2017,8,3,85,1,4,0,0,115
2017,8,4,84,1,5,0,0,105
2017,8,5,80,1,6,1,0,450
2017,8,6,77,0,0,1,0,1550
2017,8,7,70,1,1,0,0,0
2017,8,8,81,0,2,0,0,90
2017,8,9,84,0,3,0,0,300
2017,8,10,84,0,4,0,0,115
2017,8,11,81,0,5,0,0,85
2017,8,12,78,1,6,1,0,270
2017,8,13,85,0,0,1,0,840
2017,8,14,81,0,1,0,0,70
2017,8,15,75,1,2,0,0,40
2017,8,16,86,0,3,0,0,215
2017,8,17,81,0,4,0,0,145
2017,8,18,83,1,5,0,0,25
2017,8,19,88,0,6,1,0,440
2017,8,20,85,0,0,1,0,1600
2017,8,21,87,0,1,0,0,125
2017,8,22,91,1,2,0,0,140
2017,8,23,83,1,3,0,0,110
2017,8,24,82,0,4,0,0,115
2017,8,25,80,0,5,0,0,110
2017,8,26,79,0,6,1,0,530
2017,8,27,79,0,0,1,0,280
2017,8,28,76,0,1,0,0,90
2017,8,29,69,1,2,0,0,25
2017,8,30,80,0,3,0,0,155
2017,8,31,83,1,4,0,0,40
2017,9,1,73,0,5,0,0,55
2017,9,2,68,1,6,1,0,105
2017,9,3,72,1,0,1,0,100
2017,9,4,82,0,1,0,1,890
2017,9,5,87,0,2,0,0,35
2017,9,6,71,1,3,0,0,0
2017,9,7,74,1,4,0,0,0
2017,9,8,73,1,5,0,0,0
2017,9,9,71,0,6,1,0,0
2017,9,10,74,0,0,1,0,0
2018,5,26,90,0,1,0,0,815
2018,5,27,77,1,2,0,0,30
2018,5,28,69,0,3,0,1,690
2018,5,29,88,0,4,0,0,750
2018,5,30,73,0,5,0,0,15
2018,5,31,68,0,6,1,0,40
2018,6,1,80,0,0,1,0,75
2018,6,2,87,0,1,0,0,325
2018,6,3,71,1,2,0,0,40
2018,6,4,73,1,3,0,0,75
2018,6,5,76,0,4,0,0,80
2018,6,6,71,0,5,0,0,55
2018,6,7,71,0,6,1,0,50
2018,6,8,81,0,0,1,0,70
2018,6,9,84,0,1,0,0,550
2018,6,10,72,0,2,0,0,200
2018,6,11,73,0,3,0,0,75
2018,6,12,74,0,4,0,0,575
2018,6,13,76,0,5,0,0,50
2018,6,14,87,0,6,1,0,150
2018,6,15,77,0,0,1,0,50
2018,6,16,85,0,1,0,0,750
2018,6,17,89,0,2,0,0,875
2018,6,18,93,1,3,0,0,50
2018,6,19,90,0,4,0,0,70
2018,6,20,82,0,5,0,0,95
2018,6,21,86,1,6,1,0,150
2018,6,22,75,0,0,1,0,40
2018,6,23,68,0,1,0,0,160
2018,6,24,84,0,2,0,0,490
2018,6,25,83,0,3,0,0,140
2018,6,26,77,0,4,0,0,120
2018,6,27,74,0,5,0,0,40
2018,6,28,84,1,6,1,0,65
2018,6,29,93,0,0,1,0,280
2018,6,30,94,0,1,0,0,950
2018,7,1,96,0,2,0,0,940
2018,7,2,94,0,3,0,0,200
2018,7,3,92,1,4,0,0,90
2018,7,4,87,0,5,0,1,2110
2018,7,5,90,0,6,1,0,100
2018,7,6,82,1,0,1,0,10
2018,7,7,78,0,1,0,0,500
2018,7,8,83,0,2,0,0,1250
2018,7,9,87,0,3,0,0,240
2018,7,10,92,0,4,0,0,190
2018,7,11,88,0,5,0,0,165
2018,7,12,86,0,6,1,0,125
2018,7,13,85,0,0,1,0,180
2018,7,14,90,0,1,0,0,500
2018,7,15,86,1,2,0,0,65
2018,7,16,90,0,3,0,0,155
2018,7,17,90,1,4,0,0,80
2018,7,18,87,0,5,0,0,245
2018,7,19,82,0,6,1,0,750
2018,7,20,81,0,0,1,0,160
2018,7,21,77,1,1,0,0,125
2018,7,22,81,1,2,0,0,80
2018,7,23,82,1,3,0,0,30
2018,7,24,82,0,4,0,0,110
2018,7,25,79,1,5,0,0,65
2018,7,26,88,0,6,1,0,100
2018,7,27,88,1,0,1,0,120
2018,7,28,87,0,1,0,0,490
2018,7,29,84,0,2,0,0,850
2018,7,30,80,0,3,0,0,50
2018,7,31,81,0,4,0,0,450
2018,8,1,89,1,5,0,0,205
2018,8,2,88,1,6,1,0,105
2018,8,3,85,1,0,1,0,70
2018,8,4,90,1,1,0,0,110
2018,8,5,93,0,2,0,0,470
2018,8,6,93,0,3,0,0,300
2018,8,7,91,1,4,0,0,250
2018,8,8,93,0,5,0,0,155
2018,8,9,91,1,6,1,0,100
2018,8,10,90,0,0,1,0,180
2018,8,11,80,1,1,0,0,70
2018,8,12,87,1,2,0,0,320
2018,8,13,77,1,3,0,0,60
2018,8,14,85,1,4,0,0,2395
2018,8,15,91,1,5,0,0,115
2018,8,16,92,0,6,1,0,105
2018,8,17,90,0,0,1,0,90
2018,8,18,88,1,1,0,0,325
2018,8,19,74,0,2,0,0,60
2018,8,20,75,0,3,0,0,155
2018,8,21,78,0,4,0,0,80
2018,8,22,87,1,5,0,0,70
2018,8,23,82,0,6,1,0,230
2018,8,24,86,0,0,1,0,165
2018,8,25,82,0,1,0,0,475
2018,8,26,86,0,2,0,0,750
2018,8,27,90,0,3,0,0,130
2018,8,28,96,0,4,0,0,85
2018,8,29,95,0,5,0,0,145
2018,8,30,92,0,6,1,0,145
2018,8,31,81,0,0,1,0,70
2018,9,1,78,0,1,0,0,200
2018,9,2,84,0,2,0,0,375
2018,9,3,90,0,3,0,1,340
2018,9,4,94,0,4,0,0,0
2018,9,5,91,0,5,0,0,0
2018,9,6,94,0,6,1,0,0
2018,9,7,78,0,0,1,0,0
2018,9,8,73,0,1,0,0,0
2018,9,9,66,1,2,0,0,0
