YY,MM,DD,MT,Precipitation,DOTW,W(DOE),PH,Attendance
2015,7,13,85,0,1,0,0,29864
2015,7,14,79,1,2,0,0,12424
2015,7,15,80,1,3,0,0,10853
2015,7,16,79,0,4,0,0,12291
2015,7,17,79,0,5,0,0,9290
2015,7,18,84,1,6,1,0,18186
2015,7,19,93,0,0,1,0,55710
2015,7,20,93,0,1,0,0,42091
2015,7,21,89,0,2,0,0,33376
2015,7,22,84,0,3,0,0,23231
2015,7,23,84,0,4,0,0,20231
2015,7,24,85,0,5,0,0,18659
2015,7,25,85,0,6,1,0,26278
2015,7,26,88,0,0,1,0,49362
2015,7,27,85,1,1,0,0,25589
2015,7,28,94,0,2,0,0,41316
2015,7,29,93,0,3,0,0,36887
2015,7,30,84,1,4,0,0,15160
2015,7,31,89,0,5,0,0,25171
2015,8,1,89,0,6,1,0,29906
2015,8,2,88,0,0,1,0,47274
2015,8,3,90,0,1,0,0,36513
2015,8,4,90,1,2,0,0,27646
2015,8,5,87,0,3,0,0,26226
2015,8,6,82,0,4,0,0,16081
2015,8,7,83,0,5,0,0,14510
2015,8,8,81,0,6,1,0,19271
2015,8,9,83,0,0,1,0,40926
2015,8,10,81,0,1,0,0,24449
2015,8,11,80,1,2,0,0,14153
2015,8,12,83,0,3,0,0,21306
2015,8,13,83,0,4,0,0,18306
2015,8,14,87,0,5,0,0,21021
2015,8,15,91,0,6,1,0,34355
2015,8,16,91,0,0,1,0,53153
2015,8,17,92,0,1,0,0,40963
2015,8,18,90,1,2,0,0,29238
2015,8,19,86,0,3,0,0,26389
2015,8,20,85,0,4,0,0,21960
2015,8,21,86,1,5,0,0,14522
2015,8,22,83,0,6,1,0,23721
2015,8,23,82,0,0,1,0,41089
2015,8,24,86,0,1,0,0,33186
2015,8,25,88,0,2,0,0,33043
2015,8,26,83,0,3,0,0,22899
2015,8,27,80,0,4,0,0,15612
2015,8,28,81,0,5,0,0,14040
2015,8,29,86,0,6,1,0,28803
2015,8,30,89,1,0,1,0,46020
2015,8,31,91,0,1,0,0,41126
2015,9,1,88,0,2,0,0,30955
2015,9,2,88,0,3,0,0,27955
2015,9,3,92,0,4,0,0,30670
2015,9,4,83,0,5,0,0,14810
2015,9,5,81,0,6,1,0,19571
2015,9,6,84,0,0,1,0,42655
2015,9,7,90,0,1,0,0,37609
2015,9,8,95,0,2,0,0,41753
2015,9,9,89,0,3,0,0,30180
2015,9,10,81,1,4,0,0,9882
2016,5,26,90,0,4,0,0,26585
2016,5,27,86,0,5,0,0,17869
2016,5,28,90,0,6,1,0,31203
2016,5,29,85,0,0,1,0,42856
2016,5,30,80,1,1,0,1,62079
2016,5,31,84,0,2,0,0,24808
2016,6,1,82,0,3,0,0,16066
2016,6,2,74,0,4,0,0,1635
2016,6,3,71,0,5,0,0,5652
2016,6,4,83,1,6,1,0,13246
2016,6,5,72,1,0,1,0,16327
2016,6,6,85,0,1,0,0,27149
2016,6,7,84,0,2,0,0,22720
2016,6,8,68,1,3,0,0,9009
2016,6,9,72,0,4,0,0,426
2016,6,10,77,0,5,0,0,3718
2016,6,11,88,0,6,1,0,27054
2016,6,12,84,0,0,1,0,40136
2016,6,13,73,0,1,0,0,10799
2016,6,14,79,0,2,0,0,16372
2016,6,15,85,0,3,0,0,21945
2016,6,16,77,1,4,0,0,1647
2016,6,17,77,0,5,0,0,4514
2016,6,18,86,0,6,1,0,24992
2016,6,19,84,0,0,1,0,40932
2016,6,20,83,0,1,0,0,25884
2016,6,21,87,0,2,0,0,28599
2016,6,22,84,0,3,0,0,21312
2016,6,23,80,0,4,0,0,12597
2016,6,24,83,0,5,0,0,13883
2016,6,25,84,0,6,1,0,22930
2016,6,26,85,0,0,1,0,43157
2016,6,27,83,1,1,0,0,20813
2016,6,28,76,1,2,0,0,7811
2016,6,29,84,1,3,0,0,16241
2016,6,30,86,0,4,0,0,21966
2016,7,1,80,1,5,0,0,1755
2016,7,2,77,0,6,1,0,10954
2016,7,3,79,0,0,1,0,32610
2016,7,4,83,1,1,0,1,64692
2016,7,5,87,1,2,0,0,21554
2016,7,6,92,0,3,0,0,31565
2016,7,7,91,0,4,0,0,27136
2016,7,8,84,0,5,0,0,14134
2016,7,9,73,1,6,1,0,168
2016,7,10,80,1,0,1,0,28967
2016,7,11,81,0,1,0,0,22644
2016,7,12,82,0,2,0,0,21073
2016,7,13,84,0,3,0,0,20930
2016,7,14,89,1,4,0,0,19207
2016,7,15,90,0,5,0,0,23503
2016,7,16,90,0,6,1,0,31121
2016,7,17,90,0,0,1,0,49919
2016,7,18,94,1,1,0,0,36148
2016,7,19,84,0,2,0,0,24726
2016,7,20,83,0,3,0,0,20297
2016,7,21,89,0,4,0,0,25870
2016,7,22,95,0,5,0,0,31443
2016,7,23,95,0,6,1,0,39062
2016,7,24,92,0,0,1,0,53573
2016,7,25,92,1,1,0,0,34087
2016,7,26,90,0,2,0,0,34096
2016,7,27,91,0,3,0,0,32524
2016,7,28,93,0,4,0,0,32382
2016,7,29,84,1,5,0,0,10655
2016,7,30,82,1,6,1,0,15416
2016,7,31,79,1,0,1,0,29927
2016,8,1,79,0,1,0,0,19291
2016,8,2,77,0,2,0,0,13433
2016,8,3,80,0,3,0,0,14719
2016,8,4,81,0,4,0,0,13148
2016,8,5,83,0,5,0,0,13005
2016,8,6,88,0,6,1,0,27768
2016,8,7,87,0,0,1,0,45137
2016,8,8,85,0,1,0,0,28660
2016,8,9,88,0,2,0,0,29946
2016,8,10,86,1,3,0,0,18221
2016,8,11,92,1,4,0,0,23794
2016,8,12,95,1,5,0,0,25080
2016,8,13,96,0,6,1,0,39995
2016,8,14,95,0,0,1,0,57364
2016,8,15,92,0,1,0,0,39458
2016,8,16,88,1,2,0,0,24875
2016,8,17,85,0,3,0,0,23455
2016,8,18,86,0,4,0,0,21884
2016,8,19,87,0,5,0,0,20313
2016,8,20,82,1,6,1,0,14920
2016,8,21,87,1,0,1,0,40862
2016,8,22,78,0,1,0,0,20250
2016,8,23,82,0,2,0,0,22965
2016,8,24,88,0,3,0,0,28538
2016,8,25,85,0,4,0,0,21251
2016,8,26,91,0,5,0,0,26824
2016,8,27,88,0,6,1,0,30156
2016,8,28,88,0,0,1,0,48954
2016,8,29,90,0,1,0,0,38192
2016,8,30,85,0,2,0,0,28048
2016,8,31,88,0,3,0,0,29334
2016,9,1,79,1,4,0,0,4723
2016,9,2,81,0,5,0,0,10448
2016,9,3,75,0,6,1,0,9493
2016,9,4,80,0,0,1,0,35435
2016,9,5,83,0,1,0,1,71956
2016,9,6,80,0,2,0,0,18816
2016,9,7,85,0,3,0,0,22960
2016,9,8,88,0,4,0,0,24246
2016,9,9,91,0,5,0,0,25532
2016,9,10,90,1,6,1,0,25855
2017,5,27,71,0,6,1,0,550
2017,5,28,70,0,0,1,0,1400
2017,5,29,62,1,1,0,1,100
2017,5,30,61,0,2,0,0,300
2017,5,31,76,1,3,0,0,450
2017,6,1,80,0,4,0,0,900
2017,6,2,75,0,5,0,0,1100
2017,6,3,73,0,6,1,0,1800
2017,6,4,69,0,0,1,0,300
2017,6,5,65,1,1,0,0,150
2017,6,6,61,1,2,0,0,35
2017,6,7,68,0,3,0,0,700
2017,6,8,69,0,4,0,0,350
2017,6,9,81,0,5,0,0,1600
2017,6,10,86,0,6,1,0,21200
2017,6,11,92,0,0,1,0,86000
2017,6,12,94,0,1,0,0,8500
2017,6,13,96,0,2,0,0,3500
2017,6,14,83,1,3,0,0,8000
2017,6,15,75,0,4,0,0,900
2017,6,16,68,0,5,0,0,150
2017,6,17,73,1,6,1,0,550
2017,6,18,84,0,0,1,0,1400
2017,6,19,86,1,1,0,0,900
2017,6,20,84,1,2,0,0,5500
2017,6,21,84,0,3,0,0,6000
2017,6,22,83,0,4,0,0,1300
2017,6,23,84,0,5,0,0,300
2017,6,24,84,1,6,1,0,20150
2017,6,25,83,0,0,1,0,81000
2017,6,26,78,0,1,0,0,4500
2017,6,27,77,1,2,0,0,350
2017,6,28,79,0,3,0,0,2050
2017,6,29,82,0,4,0,0,50350
2017,6,30,88,0,5,0,0,5350
2017,7,1,83,1,6,1,0,2150
2017,7,2,89,0,0,1,0,76250
2017,7,3,88,1,1,0,0,36450
2017,7,4,84,0,2,0,1,101500
2017,7,5,83,0,3,0,0,5500
2017,7,6,77,0,4,0,0,550
2017,7,7,81,1,5,0,0,280
2017,7,8,85,0,6,1,0,6550
2017,7,9,82,0,0,1,0,103000
2017,7,10,84,0,1,0,0,2000
2017,7,11,86,0,2,0,0,7900
2017,7,12,89,0,3,0,0,1355
2017,7,13,91,0,4,0,0,2400
2017,7,14,74,1,5,0,0,450
2017,7,15,84,0,6,1,0,45550
2017,7,16,85,0,0,1,0,101348
2017,7,17,85,0,1,0,0,6350
2017,7,18,87,0,2,0,0,4150
2017,7,19,92,0,3,0,0,8500
2017,7,20,94,0,4,0,0,9550
2017,7,21,91,0,5,0,0,46200
2017,7,22,90,0,6,1,0,77500
2017,7,23,78,1,0,1,0,88500
2017,7,24,74,1,1,0,0,225
2017,7,25,70,0,2,0,0,305
2017,7,26,77,0,3,0,0,2500
2017,7,27,77,0,4,0,0,700
2017,7,28,84,0,5,0,0,2100
2017,7,29,77,0,6,1,0,2500
2017,7,30,81,0,0,1,0,87500
2017,7,31,88,0,1,0,0,4600
2017,8,1,91,0,2,0,0,8950
2017,8,2,86,1,3,0,0,1400
2017,8,3,86,0,4,0,0,2050
2017,8,4,84,1,5,0,0,2150
2017,8,5,79,1,6,1,0,4450
2017,8,6,76,0,0,1,0,75500
2017,8,7,71,1,1,0,0,650
2017,8,8,79,0,2,0,0,500
2017,8,9,84,0,3,0,0,2950
2017,8,10,84,0,4,0,0,9900
2017,8,11,81,0,5,0,0,1350
2017,8,12,77,1,6,1,0,3500
2017,8,13,83,0,0,1,0,86000
2017,8,14,80,0,1,0,0,1150
2017,8,15,74,1,2,0,0,500
2017,8,16,85,0,3,0,0,45550
2017,8,17,81,0,4,0,0,9500
2017,8,18,82,1,5,0,0,300
2017,8,19,87,1,6,1,0,83500
2017,8,20,82,0,0,1,0,100000
2017,8,21,86,0,1,0,0,2850
2017,8,22,89,0,2,0,0,50550
2017,8,23,80,1,3,0,0,28550
2017,8,24,79,0,4,0,0,3675
2017,8,25,77,0,5,0,0,2850
2017,8,26,77,0,6,1,0,83400
2017,8,27,76,0,0,1,0,97000
2017,8,28,75,0,1,0,0,1750
2017,8,29,68,1,2,0,0,250
2017,8,30,78,1,3,0,0,2350
2017,8,31,81,0,4,0,0,1700
2017,9,1,71,0,5,0,0,500
2017,9,2,67,1,6,1,0,1550
2017,9,3,70,1,0,1,0,350
2017,9,4,80,0,1,0,1,93500
2017,9,5,84,0,2,0,0,2500
2017,9,6,74,1,3,0,0,125
2017,9,7,72,1,4,0,0,350
2017,9,8,72,0,5,0,0,350
2017,9,9,69,0,6,1,0,3750
2017,9,10,72,0,0,1,0,4250
2018,5,26,90,0,1,0,0,11000
2018,5,27,80,1,2,0,0,700
2018,5,28,70,0,3,0,1,5500
2018,5,29,87,0,4,0,0,8500
2018,5,30,76,0,5,0,0,1325
2018,5,31,69,1,6,1,0,800
2018,6,1,81,0,0,1,0,1150
2018,6,2,87,1,1,0,0,25000
2018,6,3,71,1,2,0,0,1200
2018,6,4,71,1,3,0,0,1450
2018,6,5,75,0,4,0,0,500
2018,6,6,70,0,5,0,0,2400
2018,6,7,71,0,6,1,0,971
2018,6,8,81,0,0,1,0,4350
2018,6,9,81,0,1,0,0,15300
2018,6,10,73,0,2,0,0,10525
2018,6,11,71,0,3,0,0,1240
2018,6,12,74,0,4,0,0,1526
2018,6,13,79,0,5,0,0,350
2018,6,14,84,0,6,1,0,1277
2018,6,15,75,0,0,1,0,1447
2018,6,16,85,0,1,0,0,66257
2018,6,17,90,0,2,0,0,82500
2018,6,18,91,1,3,0,0,33000
2018,6,19,88,1,4,0,0,40000
2018,6,20,82,0,5,0,0,3350
2018,6,21,85,1,6,1,0,6332
2018,6,22,75,0,0,1,0,1658
2018,6,23,66,1,1,0,0,715
2018,6,24,85,0,2,0,0,37452
2018,6,25,80,0,3,0,0,6243
2018,6,26,76,0,4,0,0,3350
2018,6,27,73,0,5,0,0,3700
2018,6,28,83,1,6,1,0,3357
2018,6,29,90,0,0,1,0,11451
2018,6,30,93,0,1,0,0,63000
2018,7,1,95,0,2,0,0,102532
2018,7,2,95,0,3,0,0,52005
2018,7,3,92,0,4,0,0,28000
2018,7,4,87,1,5,0,1,67018
2018,7,5,89,0,6,1,0,5015
2018,7,6,81,1,0,1,0,200
2018,7,7,76,0,1,0,0,26000
2018,7,8,83,0,2,0,0,74000
2018,7,9,88,0,3,0,0,5000
2018,7,10,94,0,4,0,0,10000
2018,7,11,87,0,5,0,0,1200
2018,7,12,84,1,6,1,0,3200
2018,7,13,84,0,0,1,0,4500
2018,7,14,89,0,1,0,0,6212
2018,7,15,85,1,2,0,0,8700
2018,7,16,91,0,3,0,0,12200
2018,7,17,88,1,4,0,0,1500
2018,7,18,84,0,5,0,0,2700
2018,7,19,82,0,6,1,0,4800
2018,7,20,82,0,0,1,0,8000
2018,7,21,76,1,1,0,0,13000
2018,7,22,80,1,2,0,0,5300
2018,7,23,83,1,3,0,0,200
2018,7,24,83,0,4,0,0,1700
2018,7,25,79,1,5,0,0,75
2018,7,26,86,1,6,1,0,300
2018,7,27,87,1,0,1,0,900
2018,7,28,86,0,1,0,0,9500
2018,7,29,82,0,2,0,0,53050
2018,7,30,79,1,3,0,0,2700
2018,7,31,81,0,4,0,0,1500
2018,8,1,87,1,5,0,0,1550
2018,8,2,87,1,6,1,0,2100
2018,8,3,84,1,0,1,0,475
2018,8,4,86,1,1,0,0,2025
2018,8,5,91,0,2,0,0,88500
2018,8,6,93,0,3,0,0,9000
2018,8,7,89,0,4,0,0,8000
2018,8,8,90,0,5,0,0,4000
2018,8,9,88,1,6,1,0,3700
2018,8,10,88,0,0,1,0,21000
2018,8,11,81,1,1,0,0,190
2018,8,12,82,0,2,0,0,15500
2018,8,13,77,1,3,0,0,260
2018,8,14,84,1,4,0,0,156300
2018,8,15,88,0,5,0,0,25400
2018,8,16,90,0,6,1,0,4150
2018,8,17,88,1,0,1,0,4500
2018,8,18,86,1,1,0,0,15300
2018,8,19,73,1,2,0,0,500
2018,8,20,75,0,3,0,0,300
2018,8,21,78,0,4,0,0,400
2018,8,22,84,1,5,0,0,600
2018,8,23,79,0,6,1,0,8200
2018,8,24,82,0,0,1,0,5000
2018,8,25,80,0,1,0,0,17000
2018,8,26,83,0,2,0,0,63000
2018,8,27,88,0,3,0,0,30700
2018,8,28,95,0,4,0,0,73200
2018,8,29,94,0,5,0,0,79000
2018,8,30,89,0,6,1,0,11000
2018,8,31,79,1,0,1,0,100
2018,9,1,78,0,1,0,0,8250
2018,9,2,81,0,2,0,0,58000
2018,9,3,91,0,3,0,1,68000
2018,9,4,91,0,4,0,0,7500
2018,9,5,89,0,5,0,0,8200
2018,9,6,94,1,6,1,0,2500
2018,9,7,76,0,0,1,0,1000
2018,9,8,71,0,1,0,0,800
2018,9,9,63,1,2,0,0,60
